paragraph,txt,chapter,type
370,"Een eigen thuis is van wezenlijk belang voor iemands bestaanszekerheid. We zetten in op het voorkomen van dakloosheid, vernieuwing van de maatschappelijke opvang en het realiseren van woonplekken met passende ondersteuning voor (dreigend) dakloze mensen.Medisch-ethische vraagstukken Bij medisch ethische vraagstukken spelen meerdere waarden een rol, zoals autonomie, de beschermwaardigheid van het leven en wetenschappelijke vooruitgang. Zij vergen een zorgvuldig en respectvol debat, waarbij gebruik gemaakt wordt van maatschappelijke dialoog, adviezen van de Gezondheidsraad, ethische reflecties en (wets)evaluaties.",6. Gezondheid,txt
371,"Integrale benadering voor zwangerschap, abortuszorg en geboorte Bij de zorg rondom zwangerschap en geboorte zijn gezondheid van vrouw en kind, autonomie van de vrouw en passende zorg en voorlichting leidend. De komende jaren verbeteren we de integrale ondersteuning bij zwangerschappen, een goede start voor kinderen en het voorkomen van onbedoelde en ongewenste zwangerschappen. We garanderen toegankelijke abortuszorg en spannen ons vanwege de impact die een abortus kan hebben in om de (na)zorg te verbeteren en het aantal (herhaal)abortussen te verminderen.",6. Gezondheid,txt
372,"We bieden jongeren, jongvolwassenen evenals vrouwen in een kwetsbare situatie seksuele voorlichting aan met aandacht voor veilige seks, wederzijdse instemming en de gevolgen en mogelijkheden bij (ongewenste en onbedoelde) zwangerschappen.",6. Gezondheid,txt
373,"We verbeteren het inzicht in de reden voor abortussen zodat wij ons kunnen inspannen om, samen met maatschappelijke organisaties, passende voorlichting en ondersteuning te bieden waardoor we het aantal ongewenste en onbedoelde zwangerschappen en (herhaalde) abortussen kunnen verminderen. Daartoe stellen wij ook anticonceptie gratis en toegankelijk beschikbaar voor kwetsbare groepen.",6. Gezondheid,txt
374,We versterken de rol van de huisarts rondom zwangerschap zodat deze extra ondersteuning kan bieden aan zwangere vrouwen juist ook in een kwetsbare situatie.,6. Gezondheid,txt
375,"Aanhangige initiatiefvoorstellen van wet tot wijziging van de Wet afbreking zwangerschap (Wafz), nl. het voorstel tot wijziging van de Wafz in verband met het verbeteren van de informatieverstrekking en de ondersteuning aan ongewenst zwangere vrouwen (35338), het voorstel tot wijziging van de Wafz alsmede enkele andere wetten in verband met de legale medicamenteuze afbreking van de zwangerschap via de huisarts (34891) en het voorstel tot wijziging van de Wafz in verband met het afschaffen van de verplichte minimale beraadtermijn voor de afbreking van zwangerschappen (35737), zijn een persoonlijke afweging voor Kamerleden.",6. Gezondheid,txt
376,"We verbeteren de nazorg aan vrouwen die kiezen voor zwangerschapsafbreking, het afstaan van een kind ter adoptie, pleegzorg of bevallen onder geheimhouding.",6. Gezondheid,txt
377,"We stellen de niet-invasieve prenatale test (NIPT) en 20-wekenecho voor alle vrouwen zonder kosten beschikbaar. Onderdeel van de prenatale screenings is voldoende tijd voor ‘counseling’, reflectie en voorlichting over de mogelijkheden van leven met een beperking.",6. Gezondheid,txt
378,We zorgen voor betere bekendheid met en toegang tot zorg voor zieke of vroeggeboren baby’s en ondersteunen onderzoek ter verbetering van neonatologische zorg.,6. Gezondheid,txt
379,"We voeren in elke gemeente het programma Kansrijke Start in. Zo ondersteunen we vrouwen en pasgeborenen bij de eerste 1000 dagen die cruciaal zijn voor gezondheid, welzijn en latere ontwikkeling.",6. Gezondheid,txt
380,"Waardig ouder worden en waardig sterven Rond het levenseinde, zelfgekozen of niet, verdienen mensen liefdevolle zorg. Waardig ouder worden willen wij allemaal, maar niet iedereen beleeft dat als zodanig. Met respect voor verschillen verbeteren we de zorg rondom het (zelfgekozen) levenseinde.",6. Gezondheid,txt
381,"We blijven ons inzetten voor waardig ouder worden, allereerst door passende ouderenzorg. We zetten de maatschappelijke coalitie ‘Een tegen eenzaamheid’ voort. Daarnaast moedigen we de ontmoeting van jongeren en ouderen aan bijvoorbeeld door een vrijwillige maatschappelijke diensttijd en woonplekken waar jongeren betaalbaar kunnen samenleven met ouderen.",6. Gezondheid,txt
382,"We versterken de deskundigheid van artsen in het handelen rondom het (zelfgekozen) levenseinde en bevorderen dat arts en patiënt tijdig met elkaar praten over de wensen rondom het levenseinde, zodat een patiënt de verschillende opties kan wegen (‘advanced care planning’).",6. Gezondheid,txt
383,We gaan aan de slag met de aankomende vierde evaluatie van de Wet toetsing levensbeëindiging op verzoek en hulp bij zelfdoding om het verschil tussen euthanasie en palliatieve zorg te verduidelijken. We versterken de palliatieve zorg inclusief hospices.,6. Gezondheid,txt
384,"Over levenseindebegeleiding van ouderen op verzoek verschillen de meningen in de samenleving en in de politiek, ook in deze coalitie. Een ieder zal een persoonlijke afweging maken bij het initiatiefwetsvoorstel ‘toetsing levenseindebegeleiding van ouderen op verzoek’ (Kamerstuk 35534).",6. Gezondheid,txt
385,Embryowet Over onderwerpen die de embryowet raken wordt door de coalitiepartijen verschillend gedacht. Ze raken aan de wens om ernstige ziektes te voorkomen en aan de beschermwaardigheid van het leven.,6. Gezondheid,txt
386,"Op basis van de derde evaluatie van de Embryowet (2021) zal het kabinet de Embryowet op onderdelen aanpassen, waaronder de aanpassing van de definitie van embryo met inachtneming van de ontwikkeling op het gebied van ‘embryo-like structures’ (ELS) en het reguleren van twee typen mens/dier combinaties die thans buiten het bereik van de Embryowet vallen. De Gezondheidsraad wordt om advies gevraagd ten aanzien van de wenselijkheid en aanvaardbaarheid van het opschuiven van de veertiendagengrens in de embryowet. Ook nemen we deel aan de dialoog over kiembaanmodificatie in Europees verband.",6. Gezondheid,txt
387,"De fracties van D66 en VVD zullen twee initiatiefvoorstellen voorbereiden. Dit betreft ten eerste een initiatief over pre-implantatie genetische diagnostiek bij dragers van ernstige erfelijke afwijkingen die zich in volgende generaties kunnen voordoen. Daarnaast worden de eerste stappen gezet tot aan wetsbehandeling met een initiatiefwet die het verbod op het doen ontstaan van embryo’s voor andere doeleinden dan het laten ontstaan van een zwangerschap, onder voorwaarden en na goedkeuring van het onderzoek door de CCMO (Centrale Commissie Mensgebonden Onderzoek), opheft. Met het oog op beide wetsvoorstellen starten initiatiefnemers een uitgebreide adviesronde en zullen zij de uitkomsten hiervan betrekken bij het maken van de wetgeving.",6. Gezondheid,txt
388,7. Internationaal,7. Internationaal,txt
389,"Buitenlands beleid We leven in een wereld met veranderende machtsverhoudingen en instabiliteit rond Europa. Door de opstelling van landen als China en Rusland en de sterkere focus van de VS op Azië moeten we onze vrijheid, veiligheid en welvaart actiever beschermen. We staan voor grote mondiale uitdagingen, zoals klimaatverandering, pandemiebestrijding, migratie, economisch herstel en ongelijkheid. Ook de internationale rechtsorde, mensenrechten en kwetsbare groepen staan meer onder druk. Dit alles vraagt een voortrekkersrol van het Koninkrijk der Nederlanden en een sterke en slagvaardige EU. Europa brengt Nederland vrede, veiligheid en welvaart. Naast een economische gemeenschap is de EU een waardengemeenschap. De EU moet een speler zijn in plaats van een speelveld voor andere grootmachten.",7. Internationaal,txt
390,Europese Unie,7. Internationaal,txt
391,"Nederland neemt een leidende rol om de EU slagvaardiger, economisch sterker, groener en veiliger te maken. Daarbij werkt Nederland intensief samen met gelijkgezinde landen en waar nodig vormen we kopgroepen om tot oplossingen te komen, bijvoorbeeld op de gebieden klimaat, migratie, veiligheid, handel en het tegengaan van belastingontwijking. We voeren EU- richtlijnen uit.",7. Internationaal,txt
392,"Lidstaten die gedeelde waarden, afspraken of de democratische rechtsstaat schenden worden teruggefloten, o.a. via het rechtsstaatmechanisme.",7. Internationaal,txt
393,We zetten in op open strategische autonomie van de EU en stimuleren innovatiekracht en slimme industriepolitiek. Zo worden we leidend in digitalisering en nieuwe technologieën.,7. Internationaal,txt
394,"Voor het EU buitenlandbeleid zetten we ons in om het vetorecht af te schaffen bij sancties, mensenrechtenschendingen en civiele missies. We onderzoeken vervolgens op welke onderdelen van het EU buitenlandbeleid dit nog meer wenselijk en haalbaar is voor meer slagvaardigheid.",7. Internationaal,txt
395,We onderzoeken de opties voor een Europese veiligheidsraad en doen concrete voorstellen.,7. Internationaal,txt
396,"We zetten in op digitale dienstenbelasting, vliegtaks, CO2-grensheffing en minimum tarief voor winstbelasting om oneerlijke concurrentie tussen lidstaten te voorkomen. Deze worden in principe nationaal geïncasseerd. Ook werken we samen tegen belastingontduiking.",7. Internationaal,txt
397,"We zetten ons in voor een gezond en prudent macro-economisch beleid en benodigde hervormingen door lidstaten, gericht op houdbare schulden, meer economische groei en opwaartse convergentie. We benaderen een modernisering van het Stabiliteit- en Groeipact (SGP) constructief, wanneer deze is gericht op de houdbaarheid van de schulden en opwaartse economische convergentie. Bij het bovenstaande stellen we effectieve handhaving als eis.",7. Internationaal,txt
398,"Om de democratische legitimiteit te vergroten, willen we dat het Europees Parlement een individuele Eurocommissaris kan doen aftreden. We onderzoeken hoe het systeem van de ‘spitzenkandidaat’ lijsten bij Europese verkiezingen kan worden verbeterd. We staan open voor verdragswijzigingen n.a.v. de conferentie over de toekomst van Europa als dit in het Nederlands en Europees belang is.",7. Internationaal,txt
399,We spannen ons in om besluitvorming in de EU transparanter te maken voor burgers en nationale parlementen. Daarbij willen wij resultaten en toegevoegde waarde van EU-beleid zichtbaarder maken. We verankeren dit in een Europawet.,7. Internationaal,txt
400,We zetten ons binnen de EU in voor intensievere samenwerking met en ondersteuning van landen op de Westelijke Balkan. We zijn strikt en fair bij toetreding.,7. Internationaal,txt
401,Buitenlandse zaken,7. Internationaal,txt
402,"Wij geven het buitenlandbeleid vorm langs de volgende vijf lijnen: 1) bevorderen van de internationale samenwerking door een voortrekkersrol in de EU en multilaterale organisaties, via het versterken van de trans-Atlantische band en nieuwe partnerschappen, 2) meer focus op onze internationale belangen, 3) verminderen van de afhankelijkheid voor strategische goederen en grondstoffen, 4) respect voor mensenrechten blijven bevorderen in ons buitenlands beleid, 5) betere en toegankelijkere dienstverlening voor Nederlanders in het buitenland (o.a. via een sterker postennetwerk).",7. Internationaal,txt
403,"We zetten de economische macht van de EU strategisch in, onder andere door sancties in te stellen die ook extraterritoriaal kunnen zijn.",7. Internationaal,txt
404,"Militaire missies zijn in overeenstemming met het volkenrecht en bij voorkeur op grond van een duidelijk mandaat van de Veiligheidsraad van de Verenigde Naties (VN), waarbij we de lessen uit eerdere missies betrekken.",7. Internationaal,txt
405,We dragen binnen de bondgenootschappelijke verplichtingen bij aan een kernwapenvrije wereld.,7. Internationaal,txt
406,"Buitenlandse inmenging gaan we tegen, o.a. door spionage strafbaar te stellen. Nationale en internationale veiligheid raken steeds meer verweven. Daarom richten we een nationale veiligheidsraad op.",7. Internationaal,txt
407,"De Rijkswet Nederlanderschap leidt in sommige situaties tot onwenselijke problemen. We herzien het automatisme waarbij Nederlanders met een meervoudige nationaliteit buiten het EU-grondgebied (na tien jaar) hun Nederlanderschap verliezen en maken het voor hen makkelijker het Nederlanderschap te behouden naast hun andere nationaliteit of, voor degenen die het na 1 april 2003 verloren, te herkrijgen.",7. Internationaal,txt
408,"Nederland blijft er, met de getroffen landen, alles aan doen om waarheidsvinding, gerechtigheid en rekenschap te bewerkstelligen voor de aanslag op vlucht MH17, onder meer door de vervolging en berechting van de daders.",7. Internationaal,txt
409,"We spreken ons uit en treden gericht op tegen mensenrechtenschendingen. We hebben daarbij speciale aandacht voor de meest grove mensenrechtenschendingen (zoals misdrijven tegen de menselijkheid), geloofsvrijheid (waaronder christenvervolging), LHBTIQ+ en persvrijheid. De bestaande gezanten voor specifieke thema’s blijven. We verhogen de bijdrage aan het mensenrechtenfonds.",7. Internationaal,txt
410,"Nederland bekijkt samen met een representatief aantal gelijkgestemde EU lidstaten de erkenning van genocides en onder welke voorwaarden gezamenlijk tot erkenning van genocides kan worden overgegaan. Uitspraken van internationale gerechts- of strafhoven, wetenschappelijk onderzoek en/of vaststellingen door de VN-Veiligheidsraad zijn hierbij zwaarwegend.",7. Internationaal,txt
411,In het Midden-Oosten Vredesproces blijft Nederland zich inzetten voor de tweestaten oplossing en het verbeteren van de relaties en praktische samenwerking tussen Israëliërs en Palestijnen.,7. Internationaal,txt
412,Defensie,7. Internationaal,txt
413,"We investeren deze kabinetsperiode €10,7 miljard in onderhoud en intensivering van onze defensie uitgaven. Structureel trekken we €3 miljard uit.",7. Internationaal,txt
414,Een krachtige NAVO blijft de hoeksteen van onze collectieve verdediging. Wel zullen Europese landen vaker op eigen kracht conflicten moeten oplossen. We versterken onze krijgsmacht en,7. Internationaal,txt
415,verhogen de uitgaven fors richting de drie grondwettelijke taken en internationale verplichtingen.,7. Internationaal,txt
416,"Wij brengen de basis op orde. Hiervoor moderniseert Defensie het loongebouw en het personeelsbeleid en werkt het achterstanden in materieel, ICT, voorraden en medische capaciteiten weg. We versterken de ‘combat (service) support’ en inzetvoorraden om de inzetbaarheid te vergroten. Defensie stoot overbodig vastgoed af en moderniseert en verduurzaamt benodigd vastgoed met oog voor regionale impact.",7. Internationaal,txt
417,"We investeren in modern materieel (inclusief digitalisering, innovatie en benodigde nieuwe capaciteiten) en hanteren daarbij een langjarig perspectief.",7. Internationaal,txt
418,"We verdiepen de samenwerking met omringende Europese landen. Om onze kerntaken goed uit te kunnen blijven voeren zetten we een langjarig traject in van intensieve samenwerking en versterking van onze specialismen. Dat vergroot de kwaliteit, kwantiteit en doelmatigheid van onze krijgsmacht. Zo zetten we in op gezamenlijk inkopen, vergroten we de interoperabiliteit en zetten we verdere stappen met de Duitse landmacht door eenheden samen te voegen. Ook in onderhoud werken we samen met omringende landen.",7. Internationaal,txt
419,Binnen de NAVO concentreert Nederland zich meer op de bescherming van de eigen regio.,7. Internationaal,txt
420,We versterken onze specialismen in ‘cyber’ en inlichtingen. Dit gebeurt in nauw overleg met onze belangrijkste partners.,7. Internationaal,txt
421,"Op EU-niveau versterken we de samenwerking in de vorm van gemeenschappelijke missies en oefeningen, zoals antipiraterij, onderzoek en ontwikkeling, militaire mobiliteit, cyber en het tegengaan van desinformatie. We ondersteunen de ontwikkeling van EU ‘Battle Groups’ tot ‘Rapid Deployment Capacity’. Hiertoe wordt het militair hoofdkwartier van de EU versterkt, waarbij dubbelingen met de NAVO zoveel mogelijk worden vermeden.",7. Internationaal,txt
422,"Voor onze strategische onafhankelijkheid houden we, binnen de EU-regels, oog voor een vitale defensiesector in Nederland met een gelijkwaardiger Europees speelveld.",7. Internationaal,txt
423,"Nederland speelt een actieve rol in de Europese ontwikkeling van defensiecapaciteiten, en sluit daarvoor aan bij de groeiende consensus over wederzijdse erkenning van vergunningen.",7. Internationaal,txt
424,Bij rijksbrede regels en beleid houden we rekening met de bijzondere positie van Defensie.,7. Internationaal,txt
425,Buitenlandse Handel en Ontwikkelingssamenwerking,7. Internationaal,txt
426,"Nederland voert een actief handelsbeleid, waarbij handels- en investeringsverdragen (zoals CETA) een belangrijk instrument zijn. Bij deze verdragen zetten we in op hoge standaarden voor eerlijke productie, mensenrechten, voedselveiligheid, duurzame groei en klimaat .",7. Internationaal,txt
427,Tegelijkertijd beschermen we onze ondernemers tegen ongewenste investeringen en oneerlijke concurrentie. We ondersteunen ondernemers en het mkb om in de wereld succesvol te zijn. We vergroenen onze handelsinstrumenten in lijn met de uitkomsten van de akkoorden van Parijs en Glasgow.,7. Internationaal,txt
428,Nederland bevordert in de EU de internationaal maatschappelijk verantwoord ondernemen wetgeving (IMVO) en voert nationale IMVO-wetgeving in die rekening houdt met een gelijk speelveld met de omringende landen en implementatie van mogelijke EU-regelgeving.,7. Internationaal,txt
429,"We streven ernaar arbitrage waar mogelijk via het nieuwe geschillenbeslechtingshof of nationale instituties in te richten, en aanvullende mechanismen transparant te maken.",7. Internationaal,txt
430,"We verhogen de uitgaven aan Ontwikkelingssamenwerking (OS) met structureel €500 miljoen richting de internationale norm en besteden deze extra uitgaven aan het wereldwijde vaccinatieprogramma COVAX, het helpen van ontwikkelingslanden met een groene doorstart in klimaatmitigatie en klimaatadaptatie, en voor opvang in de regio (evt. als onderdeel van bredere migratieafspraken).",7. Internationaal,txt
431,"We houden focus in het OS beleid. Zo leveren we een grotere bijdrage aan de Sustainable Development Goals (SDG’s) en het bestrijden van de grondoorzaken van armoede, terreur, migratie en klimaatverandering. Met nationale partners, waaronder het maatschappelijk middenveld, en internationale partners zetten we ons in voor deze ambitieuze doelen.",7. Internationaal,txt
432,We ontwikkelen een Nederlandse ‘Global Health’ strategie en zetten in op de uitbanning van HIV in het kader van de seksuele en reproductieve rechten en gezondheid (SGRG) en TBC in 2030.,7. Internationaal,txt
433,"We formuleren een gerichte Afrika-strategie. Deze strategie beoogt een gelijkwaardige economische ontwikkeling te stimuleren, armoede te verminderen, mensenrechten te verbeteren, irreguliere migratie te beperken.",7. Internationaal,txt
434,"Een deel van het OS-budget blijft beschikbaar voor noodhulp, waaronder via nationale partners zoals de Dutch Relief Alliance. Binnen de gelden voor noodhulp is budget beschikbaar voor het aanbieden van psychosociale zorg.Migratie Nederland staat voor een rechtvaardig, humaan en effectief asiel- en migratiebeleid. Wij willen migratie zoveel mogelijk in goede banen leiden en meer grip krijgen op migratie. Op wie er binnen komt, wie er mag blijven of terug moet. Het migratiebeleid stoelt op twee pijlers, die naast elkaar staan en gelijktijdig en in samenhang uitgevoerd worden: het verbeteren en versterken van legale migratie en parallel het beperken van irreguliere migratie, bestrijden van overlast en misbruik en bevorderen van terugkeer bij onrechtmatig verblijf. Ons doel is om migratie zoveel mogelijk gestructureerd te laten verlopen, ongewenste migratiestromen zoveel mogelijk te beperken en het draagvlak voor migratie in onze samenleving te behouden en te versterken. Dit conform internationale verdragen en EU-regelgeving. Voor de komende jaren vergt dit (financiële) steun voor opvang in de regio en effectievere en slimmere samenwerking binnen de Europese Unie. Maar het vraagt ook om het eigen huis op orde te brengen met snellere en zorgvuldiger asielprocedures, stabielere uitvoering, het tegengaan van overlast, en sneller starten met integratie of terugkeer.",7. Internationaal,txt
435,Arbeidsmigratie,7. Internationaal,txt
436,"Demografische ontwikkelingen, waaronder migratie, zijn van grote invloed op bijvoorbeeld de arbeidsmarkt en woningmarkt in Nederland. Om meer grip te krijgen op migratie en tijdig te kunnen anticiperen willen wij periodiek inzicht krijgen op de verwachte arbeids-, kennis- en asielmigratie. Daarbij is een mogelijkheid om te gaan werken met een beleidsmatig richtgetal van migratie naar Duits voorbeeld. De Adviescommissie voor Vreemdelingenzaken (ACVZ) komt met een advies op dit onderwerp. Dit advies zal zwaar wegen bij de beleidsontwikkeling.",7. Internationaal,txt
437,"Meer structuur in arbeidsmigratie: in de EU is er vrij verkeer van personen. Daarnaast is er ook arbeids- en kennismigratie van buiten de EU. Verschillende bedrijven en sectoren hebben deze mensen hard nodig. Om misstanden bij arbeidsmigratie tegen te gaan, voeren wij de aanbevelingen uit het rapport van Aanjaagteam Bescherming Arbeidsmigranten (Commissie Roemer) uit. Dit om uitbuiting van werknemers tegen te gaan, slechte huisvesting aan te pakken, en oneerlijke concurrentie en verdringing op de arbeidsmarkt te voorkomen.",7. Internationaal,txt
438,"Als onderdeel van afspraken met derde landen over het terugnemen van uitgeprocedeerde asielzoekers, maken wij beleid om in dit kader een gerichte visumverlening en tijdelijke legale en circulaire arbeidsmigratie mogelijk te maken binnen strikte wederzijdse afspraken.",7. Internationaal,txt
439,Asiel,7. Internationaal,txt
440,"In Nederland is er altijd ruimte om mensen op te vangen die op de vlucht zijn voor oorlog, geweld en vervolging. Daarbij nemen wij ook internationaal onze verantwoordelijkheid. Samen met andere Europese landen blijven we bijdragen aan humanitaire hulpverlening aan vluchtelingen op o.a. de Griekse eilanden. Wij zetten in op een effectief en menswaardig Europees asielbeleid. In deze kabinetsperiode werken we aan een fundamentele herziening van het gezamenlijke Europese asielsysteem (GEAS) zoals voorgesteld door de Europese Commissie en neergelegd in de kabinetsappreciatie, maar, als dit niet snel genoeg gaat, werken we hieraan verder met een kopgroep van gelijkgestemde lidstaten.",7. Internationaal,txt
441,"In het geval van een humanitaire crisis of een fors hogere instroom van mensen die in Nederland asiel aanvragen, werken we samen met gelijkgezinde en ons omringende landen op het gebied van bewaken van de grenzen, relocatie en verdere operationele samenwerking. Daarmee hebben we een mechanisme om in tijden van crisis adequaat op te kunnen treden.",7. Internationaal,txt
442,"In het EU-migratiebeleid willen wij inzetten op migratiepartnerschappen met derde landen die materieel voldoen aan de voorwaarden van het Vluchtelingenverdrag om migratiestromen te beheersen en terugkeer te realiseren. In ruil voor bijvoorbeeld afspraken over handel, hulp, steun bij opvang en tijdelijke legale en circulaire arbeidsmigratie, worden afspraken gemaakt om uitgeprocedeerde asielzoekers uit deze landen terug te nemen en irreguliere migratie tegen te gaan. Tegelijkertijd kunnen aan landen die niet meewerken instrumenten worden onthouden die voor hen van belang zijn, bijvoorbeeld visa.",7. Internationaal,txt
443,"Om irreguliere migratie en mensenhandel tegen te gaan, willen wij de bescherming van de buitengrenzen van de EU verder versterken binnen internationale verdragen. Ook wordt de strafmaat voor mensensmokkel verhoogd.",7. Internationaal,txt
444,"Om de grondoorzaken van migratie aan te pakken, versterken wij onze buitenlandse handel en ontwikkelingssamenwerking. Wij verhogen onze bijdrage aan de opvang van vluchtelingen in de regio.",7. Internationaal,txt
445,Uitvoering op orde,7. Internationaal,txt
446,"Nederland kent op papier een goede asielprocedure, maar in de praktijk zijn verbeteringen mogelijk. De aanbevelingen van het rapport van de Commissie Langdurig Verblijvende Vreemdelingen (commissie-Van Zwol) voeren wij integraal uit. Zo garanderen wij tijdigheid en zorgvuldigheid, voorkomen we onnodige stapeling van procedures, borgen we de menselijke maat, en gaan we het frustreren van terugkeer en vertrek van afgewezen asielzoekers tegen. In navolging van een van de aanbevelingen van deze commissie beziet het kabinet op korte termijn hoe in de asielprocedure het belang van het kind beter meegewogen wordt, daarbij rekening houdend met internationale jurisprudentie en het beleid in ons omringende landen.",7. Internationaal,txt
447,De financiering van de partners in de asielketen (met name IND en COA) moet stabieler en daarmee toekomstbestendiger worden. We investeren hiertoe €200 miljoen structureel. We versterken de expertise bij de IND inzake de beoordeling van de LHBTI’ers en bekeerlingen waarbij externe expertise wordt betrokken.,7. Internationaal,txt
448,Opvang en terugkeer,7. Internationaal,txt
449,"Overlastgevende asielzoekers, veelal veiligelanders, zetten het draagvlak voor opvang van echte vluchtelingen en de leefbaarheid voor omwonenden onder druk, ook ten nadele van medewerkers en medebewoners. Daarom is de afgelopen jaren een stevig pakket aan maatregelen vastgesteld om overlast aan te pakken. We continueren en intensiveren de huidige aanpak om overlastgevers in AZC’s, opvang en rond deze opvang en in het OV aan te pakken.",7. Internationaal,txt
450,"Mensen die niet rechtmatig in Nederland mogen blijven, moeten terugkeren naar het land van herkomst. We zetten in op effectieve maatregelen die gericht zijn op of bijdragen aan terugkeer of vertrek van mensen die niet in Nederland mogen blijven. Dit doen wij door intensieve begeleiding via het terugkeerspoor uit te breiden, de meldplicht aan te scherpen, het onderwijs in gezinslocaties in AZC’s in te richten op onderwijs in de taal van het land van herkomst en het uitbreiden van de Landelijke Vreemdelingen Voorziening (LVV) naar een landelijk dekkend netwerk waarbij de opvang altijd gericht is op terugkeer. Zelfstandige gemeentelijke opvang is dan niet meer nodig en wordt door het Rijk niet meer gefinancierd. Als sluitstuk van een zorgvuldig proces wordt in de wet het middel van de ongewenstverklaring aangepast zodat deze ook betrekking kan hebben op uitgeprocedeerde asielzoekers die weg moeten, die weg kunnen, maar die niet meewerken aan hun terugkeer of vertrek en daarbij richten we ons in het bijzonder op diegenen die overlast veroorzaken.",7. Internationaal,txt
451,"Na de invoering van de hierboven genoemde maatregelen ten behoeve van terugkeer, verhogen wij het UNHCR (United Nations High Commissioner for Refugees) quotum van 500 naar 900.",7. Internationaal,txt
452,Dit verhoogde quotum voorziet ook in uitzonderlijke situaties waarin een beroep wordt gedaan op Nederland vanuit Europese solidariteit.,7. Internationaal,txt
453,We zetten de behandeling van het wetsvoorstel vaststellingsprocedure staatloosheid (Kamerstukken 35687) voort. Hierbij wordt bezien of aanvullend onderzoek van belang is naar omvang van en omgang met langdurig verblijvende ongedocumenteerden en staatlozen in Nederland.,7. Internationaal,txt
454,Bijlage: financiën,Bijlage: financiën,txt
455,"Dankzij prudent begrotingsbeleid beschikt het kabinet over voldoende financiële buffers om de coronacrisis in financieel opzicht goed te doorstaan. De grote opgaven waar we de komende jaren voor staan, gaan in financieel opzicht wederom veel vragen. Een daadkrachtige aanpak mag echter niet ten koste gaan van een solide begroting op langere termijn. Met het oog daarop hanteert dit kabinet een trendmatig begrotingsbeleid met daarbij duidelijke spelregels.",Bijlage: financiën,txt
456,We kiezen voor een evenwicht tussen een kabinet dat de grote maatschappelijke problemen oplost en voldoende budgettaire prudentie. Daarbij koersen we op een begrotingstekort dat zo snel als mogelijk teruggaat naar een dalend pad. We accepteren een tijdelijk hogere schuld om daarmee maatschappelijke opgaven op te lossen en we streven vervolgens naar een dalende schuld. Rekening houdend met externe omstandigheden hoort daar een onderliggend EMU-saldo van -1¾% bbp bij.,Bijlage: financiën,txt
457,"Dit betekent een structurele budgettaire ruimte van ca. € 13 miljard en voor de komende 10-15 jaar een grotere incidentele ruimte. Met die incidentele ruimte kunnen de grote maatschappelijke opgaven zoals klimaat, stikstof en achterstallig onderhoud opgelost worden. Dit vanuit de gedachte dat als die problemen nu niet worden opgelost, de kosten op lange termijn verder zullen stijgen. Ten behoeve van klimaat en stikstof worden er fondsen gevormd ter hoogte van € 60 mld. Deze fondsen vragen om een robuust mechanisme en governance van besluitvorming cf. bijvoorbeeld het MIRT en Deltafonds. De governance wordt gestoeld op een aantal doelen en principes: het bieden van planningszekerheid voor de langere termijn, doorzettingsmacht voor verantwoordelijke bewindspersonen, controle op doelmatigheid en doeltreffendheid door de minister van Financiën en stevige parlementaire controle.",Bijlage: financiën,txt
458,In de budgettaire bijlage zijn de effecten van dit coalitieakkoord op de overheidsfinanciën terug te vinden. Het gaat om stevige intensiveringen om de maatschappelijke opgaven op te lossen. Met het oog op de lange termijn financiële houdbaarheid van de overheidsfinanciën zijn de stijgende zorgkosten een aandachtspunt. Er is daarom gekozen om gedurende de kabinetsperiode te intensiveren in onder meer pandemische paraatheid. Op de lange termijn wordt de groei van de zorgkosten geremd en draagt daarmee bij aan een gezonde begroting op de lange termijn.,Bijlage: financiën,txt
459,"De al geldende begrotingsregels worden bestendigd. Dat betekent dat tegenvallers worden opgevangen binnen het desbetreffende plafond, meevallers (onderuitputting) onder de plafonds komen ten gunste van het saldo. De aanpassingen die de 16e Studiegroep Begrotingsruimte heeft geadviseerd worden overgenomen. Het gaat daarbij onder andere om het creëren van een investeringsplafond, het zoveel mogelijk loslaten van koppelingen tussen inkomsten en uitgaven en het communiceren over de jaar-op-jaar ontwikkeling van uitgaven en inkomsten.",Bijlage: financiën,txt
460,"Er wordt gekozen voor een meevallerformule. Als de raming van het feitelijk EMU-saldo langjarig beter is dan een saldo van -1% bbp, dan wordt 50% van die ruimte bestemd voor lastenverlichting en 50% voor schuldaflossing. Daarmee worden in eerste instantie de meevallers tussen het feitelijk saldo en het beoogde saldo op lange termijn volledig gebruikt ten behoeve van de staatsschuld. Besluitvorming vindt plaats bij het hoofdbesluitvormingsmoment in het voorjaar. Daarbij wordt ook besloten over de gevolgen van uitgavenmutaties in de zorg en de gevolgen daarbij voor de zorgpremies waarbij het automatisme dat dalende zorgpremies leiden tot compenserende lastenstijging wordt losgelaten. Dit vergt voortaan expliciete besluitvorming.",Bijlage: financiën,txt
461,"Er is één hoofdbesluitvormingsmoment in het voorjaar, waarop met de komst van dit kabinet ook over de hoofdlijnen van de inkomsten besloten wordt. Het kabinet zal reële vaste uitgavenplafonds hanteren. De totale overheidsinkomsten bewegen mee met de economische conjunctuur, de beleidsmatige lastenontwikkeling wordt beheerst via het inkomstenkader. Hierdoor functioneert de overheidsbegroting als een economische stabilisator.",Bijlage: financiën,txt
